run,start_time_min,end_time_min,jar_ID,dry_jar_mass_g,wet_jar_mass_g,water_mass_g,water_temp_C
68,11,12,12,393.1,823.5,430.4,15.5
68,12,13,13,392.4,817.3,424.9,15.6
68,15,16,16,393.2,818,424.8,15.6
68,16,17,17,394,827.5,433.5,15.5
68,17,18,18,394.5,820.1,425.6,15.5
68,20,21,21,393.4,828.9,435.5,15.5
68,21,22,22,393.3,821,427.7,15.4
68,22,23,23,393.3,812.5,419.2,15.5
68,25,26,26,394.2,821.5,427.3,15.5
68,26,27,27,394.2,817.5,423.3,15.4
68,27,28,28,394.3,825,430.7,15.5
69,0,1,1,393.3,624.2,230.9,16.1
69,1,2,2,392.9,809.1,416.2,15.9
69,2,3,3,393.7,809.4,415.7,15.9
69,3,4,4,393.6,814.5,420.9,16
69,5,6,6,393.3,825.4,432.1,15.8
69,6,7,7,393.3,835.7,442.4,15.7
69,7,8,8,394.1,808.4,414.3,15.8
69,10,11,11,394.4,824.1,429.7,15.8
69,11,12,12,393.1,822.8,429.7,15.7
69,12,13,13,392.4,812.5,420.1,15.8
69,15,16,16,393.2,825.8,432.6,15.8
69,16,17,17,394,812.6,418.6,15.7
69,17,18,18,394.5,817.1,422.6,15.8
69,20,21,21,393.4,822.8,429.4,15.7
69,21,22,22,393.3,812.7,419.4,15.6
69,22,23,23,393.3,825.1,431.8,15.7
69,25,26,26,394.2,817.4,423.2,15.6
69,26,27,27,394.2,812.3,418.1,15.5
69,27,28,28,394.3,810.6,416.3,15.6
70,0,1,1,393.3,647,253.7,15.9
70,1,2,2,392.9,793.8,400.9,15.8
70,2,3,3,393.7,824.4,430.7,15.8
70,3,4,4,393.6,804.7,411.1,15.9
70,5,6,6,393.3,807.2,413.9,15.7
70,6,7,7,393.3,814.8,421.5,15.6
70,7,8,8,394.1,799.7,405.6,15.7
70,10,11,11,394.4,823.4,429,15.7
70,11,12,12,393.1,811.9,418.8,15.6
70,12,13,13,392.4,803.8,411.4,15.7
70,15,16,16,393.2,808.4,415.2,15.6
70,16,17,17,394,828.4,434.4,15.6
70,17,18,18,394.5,820.7,426.2,15.6
70,20,21,21,393.4,826.4,433,15.5
70,21,22,22,393.3,822.9,429.6,15.5
70,22,23,23,393.3,812.5,419.2,15.5
70,25,26,26,394.2,821.8,427.6,15.5
70,26,27,27,394.2,820.3,426.1,15.5
70,27,28,28,394.3,814.3,420,15.5
71,0,1,1,393.3,647.3,254,16.2
71,1,2,2,392.9,799.6,406.7,16.1
71,2,3,3,393.7,797.2,403.5,16.1
71,3,4,4,393.6,812.8,419.2,16.1
71,5,6,6,393.3,826.2,432.9,15.9
71,6,7,7,393.3,808.2,414.9,15.8
71,7,8,8,394.1,807.5,413.4,15.9
71,10,11,11,394.4,816.8,422.4,16
71,11,12,12,393.1,816.5,423.4,15.8
71,12,13,13,392.4,823.5,431.1,15.9
71,15,16,16,393.2,803.1,409.9,16
71,16,17,17,394,819.9,425.9,15.9
71,17,18,18,394.5,799,404.5,15.9
71,20,21,21,393.4,815.1,421.7,15.8
71,21,22,22,393.3,808.1,414.8,15.7
71,22,23,23,393.3,817.9,424.6,15.8
71,25,26,26,394.2,821.9,427.7,15.8
71,26,27,27,394.2,814.3,420.1,15.7
71,27,28,28,394.3,809.3,415,15.8
72,0,1,1,393.3,625,231.7,16.4
72,3,4,4,393.6,808.8,415.2,16.3
72,5,6,6,393.3,812.6,419.3,16.1
72,6,7,7,393.3,793.4,400.1,16
72,7,8,8,394.1,804.2,410.1,15.9
72,10,11,11,394.4,802.4,408,16.1
72,11,12,12,393.1,821,427.9,16
72,12,13,13,392.4,805.7,413.3,16
72,15,16,16,393.2,814.9,421.7,16.1
72,16,17,17,394,817.7,423.7,16
72,17,18,18,394.5,803.7,409.2,16.1
72,20,21,21,393.4,820,426.6,15.9
72,21,22,22,393.3,801.8,408.5,15.8
72,22,23,23,393.3,804.6,411.3,15.9
72,25,26,26,394.2,815.8,421.6,16
72,26,27,27,394.2,824.6,430.4,16
72,27,28,28,394.3,806.7,412.4,16
