"","condition","size_class","Q25_count_time","Q50_count_time","Q75_count_time","Q25_vol_time","Q50_vol_time","Q75_vol_time","Q25_count_v","Q50_count_v","Q75_count_v","Q25_vol_v","Q50_vol_v","Q75_vol_v","slope","surface","rainfall"
"68",14,"250–500 µm",1.94299858133355,3.88599716266709,6.86411834744906,1.8761554806236,3.75231096124719,6.51302970460194,0.0094355876064256,0.0047177938032128,0.00267089412002149,0.0097717558713416,0.0048858779356708,0.00281487021629572,10,"concrete","med"
"69",14,"500–1000 µm",1.69734859531447,3.39469719062895,5.30565717974929,1.76790110464428,3.53580220928856,5.96426586317132,0.0108011597522998,0.00540057987614991,0.00345543119583909,0.0103701124939464,0.00518505624697321,0.00307386252623976,10,"concrete","med"
"70",14,">1000 µm",1.54134961954345,3.0826992390869,4.62404885863036,1.61689343270894,3.23378686541787,4.85068029812681,0.0118943379885244,0.00594716899426221,0.00396477932950814,0.0113386157445254,0.00566930787226272,0.00377953858150848,10,"concrete","med"
"71",15,"<125 µm",2.33732682262094,4.67465364524188,8.63888736752745,2.22305345697315,4.4461069139463,8.32584982261643,0.00784371836916474,0.00392185918458237,0.002122186868907,0.00824691519487594,0.00412345759743797,0.00220197742259685,5,"concrete","med"
"72",15,"125–250 µm",1.86253747259264,3.72507494518528,6.68243243243243,1.78219240447464,3.56438480894928,6.11819488535609,0.0098432024069902,0.0049216012034951,0.00274351196494776,0.0102869551499058,0.00514347757495288,0.00299652653713503,5,"concrete","med"
"73",15,"250–500 µm",1.54265993429464,3.08531986858928,4.62797980288392,1.48274060386439,2.96548120772877,4.44822181159316,0.0118842350966456,0.0059421175483228,0.00396141169888187,0.0123644913247483,0.00618224566237417,0.00412149710824945,5,"concrete","med"
"74",15,"500–1000 µm",1.37776784027909,2.75553568055818,4.13330352083727,1.4110835370138,2.82216707402761,4.23325061104141,0.0133065475890478,0.00665327379452391,0.00443551586301594,0.0129923798644346,0.00649618993221731,0.00433079328814487,5,"concrete","med"
"75",15,">1000 µm",1.32642237222758,2.65284474445516,3.97926711668274,1.366481052849,2.732962105698,4.099443158547,0.0138216406155337,0.00691082030776687,0.00460721353851125,0.0134164563022003,0.00670822815110017,0.00447215210073345,5,"concrete","med"
"76",16,"<125 µm",3.41756839065766,7.4750012676842,13.8667729735832,3.32550314871126,7.24097346498272,13.321638944927,0.00536443788029223,0.00245261942798481,0.00132210524887507,0.00551295022542322,0.00253188793219491,0.00137620704247617,5,"concrete","low"
"77",16,"125–250 µm",2.7768174246472,5.81415233869477,9.89762432982067,2.65164137818397,5.45057404144388,9.39000266751021,0.00660228258819091,0.00315322548590962,0.0018522963412641,0.00691395657201928,0.00336356009365882,0.0019524311102453,5,"concrete","low"
"78",16,"250–500 µm",2.45637139861187,4.91274279722375,8.31577476108112,2.45139841084719,4.90279682169437,8.11583116819327,0.00746358361919282,0.00373179180959641,0.0022046452507511,0.00747872449138019,0.0037393622456901,0.00225895942798606,5,"concrete","low"
"79",16,"500–1000 µm",2.45238166882316,4.90476333764632,7.92523992680832,2.65706811821508,5.35612680179197,8.36836500085029,0.00747572597137014,0.00373786298568507,0.00231328432989367,0.00689983565255715,0.00342287141656162,0.00219079035528093,5,"concrete","low"
